unit_id,unit_name,level,move_type,defense_type,terrain_id,terrain_name,baseline_move_cost,baseline_defense,your_move_cost,your_defense,note
drake_hurricane,滑空兵,2,fly,fly,hills,丘,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,mountains,岩場,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,forest,森,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,village,補給拠点,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,castle,陣地,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,keep,フラッグ,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,swamp,沼地,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,shallow_water,浅瀬,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,reef,岸,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,deep_water,深水,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,tochka,トーチカ,3,0,,,
drake_hurricane,滑空兵,2,fly,fly,sand,砂地,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,desert,砂丘,1,50,,,
drake_hurricane,滑空兵,2,fly,fly,cave,洞窟,3,20,,,
drake_hurricane,滑空兵,2,fly,fly,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
drake_hurricane,滑空兵,2,fly,fly,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
drake_buster,粉砕兵,2,walk,walk,grassland,草原,1,40,,,
drake_buster,粉砕兵,2,walk,walk,hills,丘,2,50,,,
drake_buster,粉砕兵,2,walk,walk,mountains,岩場,不可,60,,,
drake_buster,粉砕兵,2,walk,walk,forest,森,2,50,,,
drake_buster,粉砕兵,2,walk,walk,village,補給拠点,1,60,,,
drake_buster,粉砕兵,2,walk,walk,castle,陣地,1,60,,,
drake_buster,粉砕兵,2,walk,walk,keep,フラッグ,1,60,,,
drake_buster,粉砕兵,2,walk,walk,swamp,沼地,3,20,,,
drake_buster,粉砕兵,2,walk,walk,shallow_water,浅瀬,3,20,,,
drake_buster,粉砕兵,2,walk,walk,reef,岸,2,30,,,
drake_buster,粉砕兵,2,walk,walk,deep_water,深水,不可,20,,,
drake_buster,粉砕兵,2,walk,walk,tochka,トーチカ,2,50,,,
drake_buster,粉砕兵,2,walk,walk,sand,砂地,2,30,,,
drake_buster,粉砕兵,2,walk,walk,desert,砂丘,2,30,,,
drake_buster,粉砕兵,2,walk,walk,cave,洞窟,2,40,,,
drake_buster,粉砕兵,2,walk,walk,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
drake_buster,粉砕兵,2,walk,walk,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
saurian_ambusher,リザードマン,2,walk,lightfoot,grassland,草原,1,60,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,hills,丘,2,70,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,mountains,岩場,3,70,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,forest,森,2,70,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,village,補給拠点,1,70,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,castle,陣地,1,70,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,keep,フラッグ,1,70,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,swamp,沼地,2,40,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,shallow_water,浅瀬,2,40,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,reef,岸,2,50,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,deep_water,深水,不可,40,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,tochka,トーチカ,2,70,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,sand,砂地,2,40,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,desert,砂丘,2,40,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,cave,洞窟,2,50,,,
saurian_ambusher,リザードマン,2,walk,lightfoot,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
saurian_ambusher,リザードマン,2,walk,lightfoot,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,grassland,草原,1,60,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,hills,丘,2,70,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,mountains,岩場,3,70,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,forest,森,2,70,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,village,補給拠点,1,70,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,castle,陣地,1,70,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,keep,フラッグ,1,70,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,swamp,沼地,2,40,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,shallow_water,浅瀬,2,40,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,reef,岸,2,50,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,deep_water,深水,不可,40,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,tochka,トーチカ,2,70,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,sand,砂地,2,40,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,desert,砂丘,2,40,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,cave,洞窟,2,50,,,
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
saurian_soothsayer,リザードシャーマン,2,walk,lightfoot,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
drake_fighter,剣闘士,1,walk,walk,grassland,草原,1,40,,,
drake_fighter,剣闘士,1,walk,walk,hills,丘,2,50,,,
drake_fighter,剣闘士,1,walk,walk,mountains,岩場,不可,60,,,
drake_fighter,剣闘士,1,walk,walk,forest,森,2,50,,,
drake_fighter,剣闘士,1,walk,walk,village,補給拠点,1,60,,,
drake_fighter,剣闘士,1,walk,walk,castle,陣地,1,60,,,
drake_fighter,剣闘士,1,walk,walk,keep,フラッグ,1,60,,,
drake_fighter,剣闘士,1,walk,walk,swamp,沼地,3,20,,,
drake_fighter,剣闘士,1,walk,walk,shallow_water,浅瀬,3,20,,,
drake_fighter,剣闘士,1,walk,walk,reef,岸,2,30,,,
drake_fighter,剣闘士,1,walk,walk,deep_water,深水,不可,20,,,
drake_fighter,剣闘士,1,walk,walk,tochka,トーチカ,2,50,,,
drake_fighter,剣闘士,1,walk,walk,sand,砂地,2,30,,,
drake_fighter,剣闘士,1,walk,walk,desert,砂丘,2,30,,,
drake_fighter,剣闘士,1,walk,walk,cave,洞窟,2,40,,,
drake_fighter,剣闘士,1,walk,walk,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
drake_fighter,剣闘士,1,walk,walk,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
drake_clasher,粉砕兵,1,walk,walk,grassland,草原,1,40,,,
drake_clasher,粉砕兵,1,walk,walk,hills,丘,2,50,,,
drake_clasher,粉砕兵,1,walk,walk,mountains,岩場,不可,60,,,
drake_clasher,粉砕兵,1,walk,walk,forest,森,2,50,,,
drake_clasher,粉砕兵,1,walk,walk,village,補給拠点,1,60,,,
drake_clasher,粉砕兵,1,walk,walk,castle,陣地,1,60,,,
drake_clasher,粉砕兵,1,walk,walk,keep,フラッグ,1,60,,,
drake_clasher,粉砕兵,1,walk,walk,swamp,沼地,3,20,,,
drake_clasher,粉砕兵,1,walk,walk,shallow_water,浅瀬,3,20,,,
drake_clasher,粉砕兵,1,walk,walk,reef,岸,2,30,,,
drake_clasher,粉砕兵,1,walk,walk,deep_water,深水,不可,20,,,
drake_clasher,粉砕兵,1,walk,walk,tochka,トーチカ,2,50,,,
drake_clasher,粉砕兵,1,walk,walk,sand,砂地,2,30,,,
drake_clasher,粉砕兵,1,walk,walk,desert,砂丘,2,30,,,
drake_clasher,粉砕兵,1,walk,walk,cave,洞窟,2,40,,,
drake_clasher,粉砕兵,1,walk,walk,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
drake_clasher,粉砕兵,1,walk,walk,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
drake_burner,烈火兵,1,walk,walk,grassland,草原,1,40,,,
drake_burner,烈火兵,1,walk,walk,hills,丘,2,50,,,
drake_burner,烈火兵,1,walk,walk,mountains,岩場,不可,60,,,
drake_burner,烈火兵,1,walk,walk,forest,森,2,50,,,
drake_burner,烈火兵,1,walk,walk,village,補給拠点,1,60,,,
drake_burner,烈火兵,1,walk,walk,castle,陣地,1,60,,,
drake_burner,烈火兵,1,walk,walk,keep,フラッグ,1,60,,,
drake_burner,烈火兵,1,walk,walk,swamp,沼地,3,20,,,
drake_burner,烈火兵,1,walk,walk,shallow_water,浅瀬,3,20,,,
drake_burner,烈火兵,1,walk,walk,reef,岸,2,30,,,
drake_burner,烈火兵,1,walk,walk,deep_water,深水,不可,20,,,
drake_burner,烈火兵,1,walk,walk,tochka,トーチカ,2,50,,,
drake_burner,烈火兵,1,walk,walk,sand,砂地,2,30,,,
drake_burner,烈火兵,1,walk,walk,desert,砂丘,2,30,,,
drake_burner,烈火兵,1,walk,walk,cave,洞窟,2,40,,,
drake_burner,烈火兵,1,walk,walk,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
drake_burner,烈火兵,1,walk,walk,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
drake_glider,滑空兵,1,fly,fly,grassland,草原,1,50,,,
drake_glider,滑空兵,1,fly,fly,hills,丘,1,50,,,
drake_glider,滑空兵,1,fly,fly,mountains,岩場,1,50,,,
drake_glider,滑空兵,1,fly,fly,forest,森,1,50,,,
drake_glider,滑空兵,1,fly,fly,village,補給拠点,1,50,,,
drake_glider,滑空兵,1,fly,fly,castle,陣地,1,50,,,
drake_glider,滑空兵,1,fly,fly,keep,フラッグ,1,50,,,
drake_glider,滑空兵,1,fly,fly,swamp,沼地,1,50,,,
drake_glider,滑空兵,1,fly,fly,shallow_water,浅瀬,1,50,,,
drake_glider,滑空兵,1,fly,fly,reef,岸,1,50,,,
drake_glider,滑空兵,1,fly,fly,deep_water,深水,1,50,,,
drake_glider,滑空兵,1,fly,fly,tochka,トーチカ,3,0,,,
drake_glider,滑空兵,1,fly,fly,sand,砂地,1,50,,,
drake_glider,滑空兵,1,fly,fly,desert,砂丘,1,50,,,
drake_glider,滑空兵,1,fly,fly,cave,洞窟,3,20,,,
drake_glider,滑空兵,1,fly,fly,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
drake_glider,滑空兵,1,fly,fly,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
saurian_skirmisher,リザードマン,1,walk,lightfoot,grassland,草原,1,60,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,hills,丘,2,70,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,mountains,岩場,3,70,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,forest,森,2,70,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,village,補給拠点,1,70,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,castle,陣地,1,70,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,keep,フラッグ,1,70,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,swamp,沼地,2,40,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,shallow_water,浅瀬,2,40,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,reef,岸,2,50,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,deep_water,深水,不可,40,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,tochka,トーチカ,2,70,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,sand,砂地,2,40,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,desert,砂丘,2,40,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,cave,洞窟,2,50,,,
saurian_skirmisher,リザードマン,1,walk,lightfoot,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
saurian_skirmisher,リザードマン,1,walk,lightfoot,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
saurian_augur,リザードシャーマン,1,walk,lightfoot,grassland,草原,1,60,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,hills,丘,2,70,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,mountains,岩場,3,70,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,forest,森,2,70,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,village,補給拠点,1,70,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,castle,陣地,1,70,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,keep,フラッグ,1,70,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,swamp,沼地,2,40,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,shallow_water,浅瀬,2,40,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,reef,岸,2,50,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,deep_water,深水,不可,40,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,tochka,トーチカ,2,70,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,sand,砂地,2,40,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,desert,砂丘,2,40,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,cave,洞窟,2,50,,,
saurian_augur,リザードシャーマン,1,walk,lightfoot,obstacle,障害物,不可,40,,,全ユニット進入不可のため調査対象外
saurian_augur,リザードシャーマン,1,walk,lightfoot,void,場外,不可,40,,,全ユニット進入不可のため調査対象外
